Ax,Ay,Az,Wx,Wy,Wz
7.698217524705878,2.507309889411763,12.757519349019612,2.6440508956862696,0.5941416549019606,1.8215502807843134
-1.7371814560592034,-0.18484265679926018,7.375839066605005,-4.72426244310823,1.213614069380205,0.19501326086956494
11.987759090282127,-9.604938240125389,0.07442199059561126,-2.3894211786833863,3.4625913241379287,-7.763342349843277
3.6138824546044135,3.4445546047341087,8.33283207328145,-0.05672631517509728,0.1118888456549935,-0.1348598167963685
-3.1615159877873564,1.1611270272988485,0.7275798390804585,7.408130461206898,-0.34530790804597655,-5.031549837643683
-0.9522654227053127,2.4708041932367126,8.57820593961354,3.2948068490338205,-1.4847368937198069,-0.6897228442028985
2.3931772372262783,9.831948291970809,6.543304116788321,0.5578816678832117,-0.11937805839416049,0.19085467883211674
-1.6235152521891432,0.837965699649738,14.96487097810858,-0.19272148248686535,-1.3568801077057822,-3.567923092819614
1.2940164195432842,-1.1112581545406262,-0.11290547052575678,2.407876103558153,-3.132456730217741,0.6472186792352632
5.40696923151606,-3.1302296213592213,4.931262126213595,-5.362169109783424,0.9510977946228515,-2.9978258879761017
-1.6354355730593597,9.929784257990873,27.663221162100456,-2.617592694063926,0.5791573630136988,0.7871431301369869
6.9505418169223265,-5.140786638792684,8.915674038099946,-0.5046021909945573,-0.6210946120732306,-6.511360643245904
9.337936453028437,-11.293112639678608,-12.116244682323856,3.605072361557481,3.207924476514218,-5.772555475278124
4.228962296101158,-2.287290602739726,-6.977853646996845,7.99820889778714,0.42993140990516376,-2.8719569736564807
11.481160369504217,-1.817318002806361,6.523791938260059,0.7666906463985027,1.5934961637043952,-3.970200423760524
-1.3236842847088934,6.55068602431223,-1.9225689129878438,2.5646479942418425,0.5292715706973766,-0.8206112015355105
-1.9377290860786403,1.7799630913921374,17.56056761424016,-4.595733767268863,1.2682406673751325,1.4241996546227427
-0.26706374446823766,6.963629551034968,-2.2796041034975048,-2.5136651142041386,-1.1635471884368316,1.6606247187723067
7.50818235551504,0.803981284412033,5.447570052871469,-2.135107036463079,-2.1634367000911583,4.5116404512306225
-11.8392808755803,-9.485306741875576,-5.133516836583087,-1.6212842636954488,-1.9134215255338902,-3.9808997520891403
6.463071533828022,2.1150892335224833,6.782655522479267,1.6841167922304672,0.19093681536446977,-0.0015743836752509816
4.830074851662396,3.806179341432217,17.398811562659876,0.9338350569053713,1.1807884040920695,2.7293707397698195
3.136160408191123,-14.040597327645045,-0.5196467085324232,2.2393860395904444,2.390078849146757,-4.831329659385663
2.6509544427906975,4.895560373953489,3.3029028390697692,-3.158009728372096,-1.724306962790695,3.160593644651165
-4.655301525754054,4.058899266821348,4.735670923665883,0.2026123025522042,-0.10536609837587038,0.32590554895591606
9.255749749640279,-3.414937313669066,-3.6656755705035877,-3.273345066906478,3.2077234266187085,-4.930615152517986
-8.929215979729738,0.07462689339339358,2.708829987987984,-0.4783709151651659,-0.3991473828828829,-0.4128437770270272
11.764033349654753,-3.095915003766481,4.878558341494041,-4.393704600753295,2.131332135593221,-5.8598252473320755
12.014704075682365,-3.516850129032265,5.263357336228287,-0.1819095918114145,-0.18365608560794033,3.27155910049628
-3.303323873315366,-1.983207640610963,-5.44617468463611,1.1742795642407904,-3.3772202003593907,-2.669631466307277
-7.511843854368941,2.366057672676836,9.273624808599164,3.5727050582524225,-2.5085463814147015,-1.9413093717059657
7.448455257995731,-10.48257150248757,11.819256778251601,-3.674875975835122,-0.8001791620469091,-6.235312621890553
5.254024031077698,0.13785595238095244,6.672241818546363,2.5932229007518774,-0.34006620250626546,-5.201073095739351
3.1426532569974546,5.246004657760814,24.234114202290066,-1.2095862748091604,0.8268787468193382,1.9094884134860028
-1.6737460913978504,4.664599180107525,11.044972406810038,-1.275393926523297,2.0095744641577036,2.424032564516131
-16.31576260676157,-10.416359634341639,1.3889153140569392,-2.4934932241992884,-3.4923316672597857,4.606204204626335
4.468077575476083,-3.150589715745479,5.113491304691124,0.6309018499767762,-0.08913221597770547,-1.4373832758940983
1.1260582663072767,3.768623136388129,4.092113020485181,4.06801821509434,1.1391615962264154,-3.7876972727762803
4.95811129595493,1.7860242099334365,-0.32789189656938067,4.20629421146953,-1.0158081198156697,-1.7974509544290835
2.7587151996742687,8.165069048859944,0.7388016495114015,0.15956984071661254,-0.15445122312703566,0.00500240684039089
17.042602006360443,-5.605498425441691,5.001706001413439,0.32030457738515844,0.4397976183745589,-0.03156988975265017
-3.6459989275956333,-9.443599938069193,-3.1021743542805065,7.571148607923508,2.460059434881599,-0.8709143597449914
-6.755167710103873,-5.9329418413597805,3.3406376864966965,0.9954071265344657,-2.775536506137862,3.26995088951841
1.9219352545871515,7.561292844495416,4.761570641284416,0.11626190711009139,-0.022746798853210903,0.012205515825688087
-18.408763658354104,-17.150033970074816,-5.370042343308388,-6.136842498753112,-2.7097420947630946,-2.255700588528678
-0.5520309074171492,6.222526254602849,-7.755920131509742,0.30871274066280924,-0.4979147969489737,0.2677647632824831
1.500159629582804,0.4219790016856298,-1.0503341504424784,-1.3449464614412168,0.09959368057311407,-0.24891673156342187
2.5599036713725436,-0.3365950623529413,9.320535131764718,-0.5727624552941187,-0.22693344039215738,-1.3616129466666673
-7.8341096713554945,1.8038961074168802,17.26874041432224,1.4712417327365725,-2.3763224092071606,-4.003235529411765
9.414027841468696,-0.6679691542116633,4.7821709079913655,0.09402998747300192,-0.017345295032397394,-0.001441257019438455
